0,3,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,5,0,0
0,0,0,1,0,2,0,0,5,0,5,0,0,0,5,0,0,0,0,1,0,2,0,0,5,0,5,0,0,0,5,0
0,5,0,3,2,0,0,0,0,0,0,5,5,0,5,5,0,5,0,3,2,0,0,0,0,0,0,5,5,0,5,5
0,0,1,0,2,0,1,0,0,0,0,0,5,5,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,5,0,0
0,0,5,2,0,0,3,2,0,0,0,4,0,0,0,0,0,0,5,2,0,0,3,2,0,0,0,4,0,0,0,0
5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5
0,5,0,0,2,0,1,0,2,0,0,0,0,5,0,0,0,5,0,0,2,0,1,0,2,0,0,0,0,5,0,0
0,0,0,0,101,101,101,101,101,101,101,5,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,5,0,0,0,0
5,0,4,0,101,101,105,101,101,101,101,0,5,0,5,0,5,0,4,0,0,1,0,0,3,2,0,0,5,0,5,0
0,0,0,0,101,101,101,104,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,5,0,0,101,100,104,108,112,104,112,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,101,101,101,101,101,101,101,0,0,5,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,5,0
0,0,0,0,101,101,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5
0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0
0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,0,0,0,0,0,0,5,5,0,0,5,5,0,5,5,5,0,0,0,0,0,0,5,5,0,0,5,5,0
5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5
5,5,5,0,0,0,0,5,0,0,0,0,5,5,0,0,5,5,5,0,0,0,0,5,0,0,0,0,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
